source,translation_reference,translation_hypothesis,sentence_bleu_score
"De pronto, no haba un pas que pudiera llamar con orgullo mo.","Suddenly, there was no country I could proudly call my own.","Suddenly, there was no pas that I could call with pride mo.",0.2620251007173262
"Aunque adaptarme a la vida en Corea del Sur no fue fcil, hice un plan. Comenc a estudiar para el examen de ingreso a la Universidad.","Even though adjusting to life in South Korea was not easy,  I made a plan -- I started studying for the university entrance exam.","Although adapting to life in South Korea wasn't easy, I made a plan. I started studying for the college entrance exam.",0.4168495980395741
"Justo cuando comenzaba a adaptarme a mi nueva vida, recib una llamada alarmante.","Just as I was starting to get used to my new life,  I received a shocking phone call.","Just as I was beginning to adapt to my new life, I received an alarming call.",0.4229247984636106
"Las autoridades de Corea del Norte interceptaron algo de dinero que envi a mi familia, y, como castigo, mi familia iba a ser desplazada a la fuerza a una ubicacin alejada en las afueras.","The North Korean authorities intercepted some money  that I sent to my family,  and, as a punishment, my family was going to be forcibly removed  to a desolate location in the countryside.","The North Korean authorities intercepted some money that I sent to my family, and, as a punishment, my family was to be forcibly displaced to a remote location on the outskirts.",0.6874292351383126
Tenan que huir de inmediato,They had to get out quickly.,They have to run away immediately.,0.7598356856515925
asi comenc a planear cmo ayudarlos a escapar.,So I started planning how to help them escape.,So start planning how to help them escape.,0.6240195441936914
Los norcoreanos tienen que viajar largas distancias en el camino hacia la libertad.,North Koreans have to travel incredible distances  on the path to freedom.,North Koreans have to travel long distances on the road to freedom.,0.46595384151899627
"Es casi imposible cruzar la frontera entre Corea del Norte y Corea del Sur,",It's almost impossible to cross the border  between North Korea and South Korea.,"It is almost impossible to cross the border between North and South Korea,",0.6115380576901023
"Asi que, irnicamente, tom un vuelo a China y me encamin hacia la frontera con Corea del Norte.","So, ironically, I took a flight back to China  and headed toward the North Korean border.","So, ironically, I took a flight to China and headed for the border with North Korea.",0.4792365811426396
"Ya que mi familia no poda hablar chino, tuve que guiarlos, de alguna manera, por ms de 3 mil km a travs de China y entonces a travs del sudeste de Asia.","Since my family couldn't speak Chinese,  I had to guide them somehow through more than 2,000 miles  in China, and then into Southeast Asia.","Since my family could not speak Chinese, I had to lead them, somehow, by more than 3,000 km across China and then across Southeast Asia.",0.24004335671708577
"El viaje en autobus tom una semana, y casi fuimos atrapados varias veces.","The journey by bus took one week,  and we were almost caught several times.","The bus ride tom one week, and we were almost caught several times.",0.6308068517237833
"Una vez, nuestro autobs fue detenido y abordado por un oficial de la polica chino.","One time, our bus was stopped and boarded by a Chinese police officer.","Once, our busbs were stopped and boarded by a Chinese police officer.",0.5810588684968079
Pidi la identificacin de todos. y comenz a hacerles preguntas.,"He took everyone's I.D. cards,  and he started asking them questions.",I asked for everyone's I.D. and started asking them questions.,0.29377167835760565
"Como mi familia no poda comprender chino, pens que mi familia iba a ser arrestada.","Since my family couldn't understand Chinese,  I thought my family was going to be arrested.","Since my family can't understand Chinese, I thought my family was going to be arrested.",0.8003203203844999
"Cuando el oficial chino se acerc a mi familia, impulsivamente me puse de pie y le dije que eran personas sordomudas que estaba acompaando.","As the Chinese officer approached my family,  I impulsively stood up, and I told him  that these are deaf and dumb people that I was chaperoning.","When the Chinese officer approached my family, I impulsively stood up and told him that they were deaf and dumb people I was accompanying.",0.47825382156586843
Me mir sospechosamente pero afortunadamente me crey.,"He looked at me suspiciously,  but luckily, he believed me.","I look suspiciously at myself, but fortunately I believe myself.",0.668740304976422
"Hicimos todo el camino hasta la frontera de Laos,",We made it all the way to the border of Laos.,"We made all the way to the border of Laos,",0.6398166741645538
pero tuve que gastar casi todo mi dinero para sobornar a los guardias fronterizos en Laos.,But I had to spend almost all my money  to bribe the border guards in Laos.,But I had to spend most of my money to bribe border guards in Laos.,0.5401152096367797
"Pero incluso despus de pasar la frontera, mi familia fue arrestada y encarcelada por cruzar la frontera ilegalmente.","But even after we got past the border,  my family was arrested and jailed for illegal border crossing.","But even after crossing the border, my family was arrested and imprisoned for illegally crossing the border.",0.4134563768354529
"Despus de pagar multas y sobornos, mi familia fue liberada en un mes,","After I paid the fine and bribe,  my family was released in one month.","After paying fines and bribes, my family was released in a month,",0.29190450436614646
"pero al tiempo, mi familia fue arrestada y encarcelada otra vez en la capital de Laos.","But soon after, my family was arrested and jailed again,  in the capital of Laos.","But at the same time, my family was arrested and imprisoned again in the capital of Laos.",0.4385068972747104
"Este fue uno de los puntos ms bajos en mi vida,",This was one of the lowest points in my life.,"This was one of the lowest points in my life,",0.8801117367933934
"hice todo por liberar a mi familia, y estuvimos tan cerca, pero mi familia fue retenida en prisin a corta distancia de la embajada de Corea del Sur.","I did everything to get my family to freedom,  and we came so close,  but my family was thrown in jail,  just a short distance from the South Korean embassy.","I did everything to free my family, and we were so close, but my family was held in prison a short distance from the South Korean embassy.",0.49047239775952883
"Yo iba y vena entre la oficina de inmigracin y la estacin de polica, desesperadamente tratando de liberar a mi familia,","I went back and forth between the immigration office  and the police station,  desperately trying to get my family out.","I went in and out between the immigration office and the police station, desperately trying to free my family,",0.5671497609005142
pero no tena suficiente dinero para pagar ms sobornos o multas.,but I didn't have enough money to pay a bribe or fine anymore.,But you don't have enough money to pay more bribes or fines.,0.30527785817943404
Perd la esperanza.,I lost all hope.,Lose hope.,0.30934850332660563
"En ese momento, o la voz de un hombre preguntarme, ""Cul es el problema?""","At that moment, I heard one man's voice ask me,  ""What's wrong?""","At that moment, or a man's voice ask me, ""Cul is the problem?""",0.2796842457966537
Yo estaba tan sorprendida que un desconocido le importara preguntar.,I was so surprised that a total stranger cared enough to ask.,I was so surprised that a stranger would mind asking.,0.43989172475842214
"Con mi pobre ingls y con un diccionario, le expliqu la situacin, y sin dudar, el hombre fue al cajero automtico y me dio el resto del dinero para mi familia y para otros dos norcoreanos y sacarlos de prisin.","In my broken English, and with a dictionary,  I explained the situation, and without hesitating,  the man went to the ATM,  and he paid the rest of the money for my family,  and two other North Koreans to get out of jail.","With my poor ingls and a dictionary, I explained the situation to him, and without hesitation, the man went to the ATM and gave me the rest of the money for my family and for two other North Koreans and took them out of prison.",0.36954679943053803
"Le agradec con todo mi corazn, y le pregunt, ""Por qu me ayuda?""","I thanked him with all my heart, and I asked him,  ""Why are you helping me?""","I thank you with all my heart, and I ask you, ""Why does it help me?""",0.342347495586902
"""No te estoy ayudando"", me dijo.","""I'm not helping you,"" he said.","""I'm not helping you,"" he said.",1.0
"""Estoy ayudando al pueblo norcoreano"".","""I'm helping the North Korean people.""","""I'm helping the North Korean people.""",1.0
Me di cuenta que ese era un momento simblico en mi vida.,I realized that this was a symbolic moment in my life.,I realized that was a symbolic moment in my life.,0.710866788975034
"El amable desconocido simboliz una nueva esperanza para m y para el pueblo norcoreano cuando ms lo necesitbamos,","The kind stranger symbolized new hope for me and the North Korean people,  when we needed it most.","The kind stranger symbolizes a new hope for me and for the North Korean people when we need it most,",0.32263864160302524
y me mostr que la bondad de los desconocidos y el apoyo de la comunidad internacional son realmente los rayos de esperanza que el pueblo norcoreano necesita.,And he showed me that the kindness of strangers  and the support of the international community  are truly the rays of hope we North Korean people need.,and showed me that the kindness of strangers and the support of the international community are really the rays of hope that the North Korean people need.,0.714022021970798
"Con el tiempo, despus de nuestro largo viaje, mi familia y yo nos reunimos en Corea del Sur,","Eventually, after our long journey,  my family and I were reunited in South Korea.","In time, after our long journey, my family and I met in South Korea,",0.5622008276590377
pero lograr su libertad es solo la mitad de la batalla.,But getting to freedom is only half the battle.,But achieving his freedom is only half the battle.,0.6104735835807844
"Muchos norcoreanos son separados de sus familias y cuando arriban a un nuevo pas, ellos comienzan con poco o nada de dinero.","Many North Koreans are separated from their families,  and when they arrive in a new country,  they start with little or no money.","Many North Koreans are separated from their families and when they arrive at a new pass, they start with little or no money.",0.6350288872373995
"Por lo tanto, podemos beneficiarnos de la comunidad internacional con educacin, prcticas del idioma ingls, prcticas de trabajo, y ms.","So we can benefit from the international community  for education, English language training, job training, and more.","We can therefore benefit from the international community through education, English language practices, working practices, and more.",0.3222538601891173
"Podemos tambin actuar como puente entre personas dentro de Corea del Norte y el resto del mundo,",We can also act as a bridge  between the people inside North Korea and the outside world.,"We can also act as a bridge between people inside North Korea and the rest of the world,",0.6654377827941901
"porque muchos de nosotros seguimos en contacto con familiares todava adentro, y mandamos informacin y dinero que est ayudando a cambiar Corea del Norte desde adentro.","Because many of us stay in contact with family members still inside,  and we send information and money  that is helping to change North Korea from inside.","Because many of us are still in contact with relatives still inside, and we send information and money that is helping to change North Korea from within.",0.714022021970798
"He sido muy afortunada, he recibido mucha ayuda e inspiracin en mi vida, por eso quiero ayudar dando a norcoreanos una oportunidad de prosperar con apoyo internacional.","I've been so lucky, received so much help and inspiration in my life,  so I want to help give aspiring North Koreans  a chance to prosper with international support.","I have been very fortunate, I have received a lot of help and inspiration in my life, so I want to help give North Koreans a chance to thrive with international support.",0.5082651698103092
"Estoy segura que van a ver ms y ms norcoreanos triunfando en todo el mundo, incluyendo en el escenario de TED.","I'm confident that you will see more and more North Koreans  succeeding all over the world,  including the TED stage.","I'm sure they'll see more and more North Koreans succeeding all over the world, including on the TED stage.",0.6507561416639396
Gracias.,Thank you.,Thank you.,1.0
Vivo en Centro Sur.,I live in South Central.,I live in South Central.,1.0
"Esto es Centro Sur: tiendas de licores, comida rpida, terrenos baldos.","This is South Central:  liquor stores,  fast food,  vacant lots.","This is South Central: liquor stores, fast food, tiled land.",0.7598356856515925
"Entonces los planificadores de la ciudad se reunieron y pensaron, vamos a cambiar el nombre de Centro Sur para que represente algo ms, as que lo cambiaron a Los Angeles Sur, como si esto arreglara lo que en realidad est mal en la ciudad.","So the city planners, they get together and they figure  they're going to change the name South Central to make it represent something else,  so they change it to South Los Angeles,  like this is going to fix what's really going wrong in the city.","So the city planners got together and thought, we're going to change the name of South Center to represent something else, so they changed it to South Los Angeles, as if this would fix what's really wrong in the city.",0.3505370041636377
"Este es Los Angeles Sur.  Tiendas de licores, comida rpida, terrenos baldos.","This is South Los Angeles.   Liquor stores,  fast food,  vacant lots.","This is South Los Angeles. Liquor stores, fast food, tiled land.",0.7860753021519787
"Al igual que 26,5 millones de otros estadounidenses, vivo en un desierto de alimentos, Los Angeles Centro Sur, hogar de los lugares de comida para llevar y de comer en el auto.","Just like 26.5 million other Americans,  I live in a food desert,  South Central Los Angeles,  home of the drive-thru and the drive-by.","Like 26.5 million other Americans, I live in a food desert, Los Angeles South Center, home to the places of food to take away and eat in the car.",0.35014391159768493
Lo curioso es que los lugares de comida para llevar matan ms gente que los de comida en el auto.,"Funny thing is, the drive-thrus are killing more people than the drive-bys.",The funny thing is that the food places to take away kill more people than the food places in the car.,0.1258220555845937
La gente est muriendo de enfermedades curables en Los Angeles Centro Sur.,People are dying from curable diseases  in South Central Los Angeles.,People are dying of curable diseases in South Central Los Angeles.,0.7016879391277372
"Por ejemplo, la tasa de obesidad en mi vecindario es cinco veces mayor que, digamos, Beverly Hills, que est como a 15 km de distancia.","For instance, the obesity rate in my neighborhood  is five times higher than, say, Beverly Hills,  which is probably eight, 10 miles away.","For example, the obesity rate in my neighborhood is five times higher than, say, Beverly Hills, which is about 15 km away.",0.6950431007404801
Me canso de ver que esto pase.,I got tired of seeing this happening.,I'm tired of seeing this happen.,0.43012508513132625
"Y me pregunto, cmo se sentiran si no tuvieran acceso a comida sana, y si cada vez que salen de casa ven los efectos dainos que el sistema de comida actual tiene en su vecindario?","And I was wondering, how would you feel  if you had no access to healthy food,  if every time you walk out your door you see the ill effects  that the present food system has on your neighborhood?","And I wonder, how would they feel if they didn't have access to healthy food, and if every time they leave home they see the dainty effects that the current food system has in their neighborhood?",0.16870023502981626
Veo sillas de ruedas compradas y vendidas como autos usados.,I see wheelchairs bought and sold  like used cars.,I see wheelchairs bought and sold as used cars.,0.6606328636027614
Veo centros de dilisis pululando como Starbucks.,I see dialysis centers popping up like Starbucks.,I see centers of dilysis swarming like Starbucks.,0.6500593260343691
Y considero que esto debe parar.,"And I figured, this has to stop.",And I think this should stop.,0.5115078115793242
Considero que el problema es la solucin.,So I figured that the problem is the solution.,I think the problem is the solution.,0.4835447404743731
La comida es el problema y es la solucin.,Food is the problem and food is the solution.,Food is the problem and it is the solution.,0.5969491792019646
Adems ya me cans de manejar 45 minutos de ida y vuelta para comprar una manzana que no tenga pesticidas.,Plus I got tired of driving 45 minutes round trip  to get an apple that wasn't impregnated with pesticides.,"Besides, I'm tired of driving 45 minutes back and forth to buy an apple that doesn't have pesticides.",0.26896741624879544
"Lo que hice, fue plantar un bosque de alimentos frente a mi casa.","So what I did, I planted a food forest in front of my house.",What I did was plant a food forest in front of my house.,0.5334317510807476
En una franja de tierra que llamamos una jardinera.,It was on a strip of land that we call a parkway.,In a strip of land we call a gardener.,0.3093050784916861
Es de 45 m x 3 m.,It's 150 feet by 10 feet.,It's 45 m x 3 m.,0.6389431042462724
"El punto es, que pertenece a la ciudad.","Thing is, it's owned by the city.","The point is, it belongs to the city.",0.48109772909788073
Pero uno tiene que mantenerla.,But you have to maintain it.,But one has to keep it.,0.8408964152537145
"Me dije, ""Bueno, puedo hacer lo que me venga en gana, dado que es mi responsabilidad y tengo que mantenerla"".","So I'm like, ""Cool. I can do whatever the hell I want,  since it's my responsibility and I gotta maintain it.""","I said, ""Well, I can do whatever I want, since it's my responsibility and I have to keep it.""",0.45807035487845843
As fue como decid mantenerla.,And this is how I decided to maintain it.,As it was like they said to keep her.,0.5773502691896257
"Entonces mi grupo y yo, L.A. Green Grounds, nos juntamos y empezamos a plantar nuestro bosque de comida, rboles frutales, ya saben, las nueve verduras completas.","So me and my group, L.A. Green Grounds, we got together  and we started planting my food forest, fruit trees,  you know, the whole nine, vegetables.","So my group and I, L.A. Green Grounds, got together and started planting our food forest, fruit trees, you know, the nine full vegetables.",0.3580878695105631
"Lo que hacemos, somos una especie de grupo pagado por adelantado compuesto por jardineros de todas las procedencias, de toda la ciudad y completamente voluntario, y todo lo que hacemos es gratis.","What we do, we're a pay-it-forward kind of group,  where it's composed of gardeners from all walks of life,  from all over the city, and it's completely volunteer,  and everything we do is free.","What we do, we are a kind of prepaid group made up of gardeners from all backgrounds, from all over the city and completely voluntary, and everything we do is free.",0.3341200708851603
"Y el jardn, estaba hermoso.","And the garden, it was beautiful.","And the garden, it was beautiful.",1.0
Luego alguien se quej.,And then somebody complained.,Then someone complained.,0.5444460596606694
"La ciudad se me echo encima y en resumen me dieron un citatorio diciendo que tena que retirar mi jardn, el citatorio se hizo orden judicial.","The city came down on me,  and basically gave me a citation saying that I had to remove my garden,  which this citation was turning into a warrant.","The city threw itself at me and in short they gave me a subpoena saying that I had to withdraw my garden, the subpoena was made court order.",0.20664181816537014
"Y yo me deca, ""Vamos, en verdad?","And I'm like, ""Come on, really?","And I'm like, ""Come on, really?",1.0
"Una orden judicial por plantar alimento en un pedazo de tierra que a nadie importa?""  Entonces estaba como, ""Bueno, llvenselo"".","A warrant for planting food on a piece of land  that you could care less about?""   And I was like, ""Cool. Bring it.""","A court order for planting food on a piece of land that no one cares about?"" So it was like, ""Well, give it to him.""",0.35668376829411225
Porque esta vez no iba a pasar.,Because this time it wasn't coming up.,Because this time it wasn't gonna happen.,0.6147881529512643
"L.A. Times tuvo la historia escrita por Steve Lopez, y habl con el concejal y uno de los miembros de Green Grounds, que pusieron una peticin en Change.org, con 900 firmas, fuimos un xito.","So L.A. Times got ahold of it. Steve Lopez did a story on it  and talked to the councilman,  and one of the Green Grounds members,  they put up a petition on Change.org,  and with 900 signatures, we were a success.","L.A. Times had the story written by Steve Lopez, and talked to the councilman and one of the members of Green Grounds, who put a petition on Change.org, with 900 signatures, we were a hit.",0.3081714678944103
Tuvimos la victoria en nuestras manos.,We had a victory on our hands.,We had the victory in our hands.,0.6985342056580097
Mi concejal incluso llam para decir que respaldaban y adoraban lo que estbamos haciendo.,My councilman even called in and said how they endorse  and love what we're doing.,My councilman even called to say they backed and loved what we were doing.,0.196846612334154
"Quiero decir, vamos, por qu no?","I mean, come on, why wouldn't they?","I mean, come on, why not?",0.6431870218238024
L.A. es la ciudad de EE.UU. con ms terrenos baldos.,L.A. leads the United States in vacant lots that the city actually owns.,L.A. is the U.S. city with the most tiled land.,0.5891510462454596
Tiene 68 km de terrenos baldos.,They own 26 square miles of vacant lots.,It has 68 km of tiled land.,0.5329462628216854
Eso equivale a 20 Central Parks.,That's 20 Central Parks.,That's equivalent to 20 Central Parks.,0.5081327481546147
Eso es espacio suficiente para plantar 725 millones de plantas de tomate.,That's enough space to plant 725 million tomato plants.,That's enough space to plant 725 million tomato plants.,1.0
Por qu diablos no les parece bien esto?,Why in the hell would they not okay this?,Why the hell don't you guys think this is okay?,0.427287006396234
"Cultivar una planta dar unas mil, 10 mil semillas.","Growing one plant will give you 1,000, 10,000 seeds.","Cultivate a plant give about a thousand, 10,000 seeds.",0.48549177170732344
Cuando un dlar de habichuelas les dar 75 dlares de resultado.,When one dollar's worth of green beans  will give you 75 dollars' worth of produce.,When a dollar of beans gives them 75 dollars of result.,0.5707804159893447
"Es mi himno, cuando le digo a la gente, cultiva tu propio alimento.","It's my gospel, when I'm telling people, grow your own food.","It's my hymn, when I tell people, grow your own food.",0.4172261448611506
Cultivar tu propio alimento es como imprimir tu propio dinero.,Growing your own food is like printing your own money.,Growing your own food is like printing your own money.,1.0
"Vern, tengo un legado para Centro Sur.","See, I have a legacy in South Central.","Vern, I have a legacy for South Central.",0.4111336169005197
Yo crec ah. Cri a mis hijos ah.,I grew up there. I raised my sons there.,I grew up ah. I raised my kids ah.,0.5555238068023582
"Me rehso a ser parte de esta realidad manufacturada que fue manufacturada para m por otros, y voy a manufacturar mi propia realidad.","And I refuse to be a part of this manufactured reality  that was manufactured for me by some other people,  and I'm manufacturing my own reality.","I refuse to be part of this manufactured reality that was manufactured for me by others, and I will manufacture my own reality.",0.5414646339701815
"Vern, soy artista.","See, I'm an artist.","Vern, I'm an artist.",0.7071067811865476
"La jardinera es mi grafiti, yo cultivo mi arte.",Gardening is my graffiti. I grow my art.,"The gardener is my graffiti, I cultivate my art.",0.6104735835807844
"Tal como un artista de grafiti, que embellece paredes, yo embellezco suelos, jardineras.","Just like a graffiti artist, where they beautify walls,  me, I beautify lawns, parkways.","Just like a graffiti artist, who embellishes walls, I envelops floors, gardeners.",0.29190450436614646
"Uso el jardn, la tierra, como un pedazo de lienzo, y las plantas y los rboles, son mi embellecimiento de ese lienzo.","I use the garden, the soil, like it's a piece of cloth,  and the plants and the trees,  that's my embellishment for that cloth.","I use the garden, the earth, as a piece of canvas, and the plants and trees, are my beautification of that canvas.",0.3131943067301787
Se sorprenderan de ver lo que la tierra puede hacer. si dejan que sea su lienzo.,You'd be surprised what the soil could do  if you let it be your canvas.,You'll be surprised to see what the earth can do if you let it be your canvas.,0.4880217780091719
Simplemente no pueden imaginar lo asombroso que es un girasol y cmo afecta a la gente.,You just couldn't imagine how amazing a sunflower is  and how it affects people.,You just can't imagine how amazing a sunflower and how it affects people.,0.5772609245203745
Qu pas?,So what happened?,What's going on?,0.0
"Soy testigo de cmo mi jardn se convirti en una herramienta de educacin, de transformacin de mi vecindario.","I have witnessed my garden become a tool for the education,  a tool for the transformation of my neighborhood.","I am a witness of how my garden became a tool of education, of transformation of my neighborhood.",0.1860962119549805
"Para cambiar la comunidad, tienes que cambiar la composicin de la tierra.","To change the community, you have to change the composition of the soil.","To change the community, you have to change the composition of the land.",0.912167909070388
Somos la tierra.,We are the soil.,We're the land.,0.5444460596606694
Se sorprenderan de ver cmo afecta a los chicos.,You'd be surprised how kids are affected by this.,You'll be surprised to see how it affects the kids.,0.427287006396234
"La jardinera es el acto ms teraputico y provocativo que puedan hacer, especialmente en una urbe.","Gardening is the most therapeutic  and defiant act you can do,  especially in the inner city.","The gardener is the most therapeutic and provocative act they can do, especially in a city.",0.40325042950627804
"Adems, obtienen fresas.",Plus you get strawberries.,"Besides, they get strawberries.",0.6389431042462724
"Recuerdo una ocasin, que vinieron una madre y su hija, eran como las 10:30 de la noche y estaban en mi jardn, sal y se vean muy apenadas.","I remember this time,  there was this mother and a daughter came,  it was, like, 10:30 at night, and they were in my yard,  and I came out and they looked so ashamed.","I remember an ocasin, who came a mother and her daughter, it was about 10:30 at night and they were in my garden, come out and look very sorry.",0.16945194854055634
"Yo, bueno, hombre, me sent mal que estuvieran ah, y les dije, ya saben, no tienen que hacer esto as.","So I'm like, man, it made me feel bad that they were there,  and I told them, you know, you don't have to do this like this.","I, well, man, I feel bad they were ah, and I told them, you know, they don't have to do this.",0.3038643979685797
Esto est en la calle por una razn.,This is on the street for a reason.,This is on the street for a reason.,1.0
"Sent vergenza al ver gente que estaba tan cerca de m con hambre, y esto solo refuerza el porqu hago esto, la gente me pregunta, ""Fin, no temes que la gente vaya a robar tu comida?""","It made me feel ashamed to see people  that were this close to me that were hungry,  and this only reinforced why I do this,  and people asked me, ""Fin, aren't you afraid  people are going to steal your food?""","I feel ashamed to see people who were so close to me hungry, and this only reinforces why I do this, people ask me, ""End, don't you fear that people will steal your food?""",0.27341749579487584
"A lo que digo, ""Por Dios no, no tengo miedo de que se la vayan a robar"".","And I'm like, ""Hell no, I ain't afraid they're gonna steal it.","To what I say, ""Oh, God, no, I'm not afraid they're gonna steal it.""",0.2044800736021839
Para eso est en la calle.,That's why it's on the street.,That's what he's on the street for.,0.5169731539571706
De eso se trata.,That's the whole idea.,That's what this is about.,0.668740304976422
"Quiero que la tomen, pero a su vez, quiero que retomen su salud"".","I want them to take it, but at the same time,  I want them to take back their health.""","I want you to take it, but in turn, I want you to resume your health.""",0.1813423031516851
Hubo otra ocasin en que puse un jardn en un refugio para desamparados en el centro de Los Angeles.,There's another time when I put  a garden in this homeless shelter in downtown Los Angeles.,There was another ocasin where I put a garden in a homeless shelter in downtown Los Angeles.,0.5071960939456881
"Estaban estos tipos, que me ayudaron a descargar el camin.","These are the guys, they helped me unload the truck.","There were these guys, who helped me unload the walk.",0.2777619034011791
"Fue fabuloso, me compartieron sus historias sobre cmo esto los haba afectado y cmo solan plantar con su mam y su abuela, y fue fabuloso ver cmo esto los cambi, as fuera tan solo por un momento.","It was cool, and they just shared the stories  about how this affected them and how  they used to plant with their mother and their grandmother,  and it was just cool to see how this changed them,  if it was only for that one moment.","It was fabulous, they shared their stories about how this had affected them and how solan planted with their mom and grandmother, and it was great to see how this changed them, as it was just for a moment.",0.3168778558974088
As Green Grounds ha llegado a plantar quiz 20 jardines.,So Green Grounds has gone on to plant  maybe 20 gardens.,As Green Grounds has come to plant maybe 20 gardens.,0.47538527325677404
"Hemos tenido, como unas 50 personas que vienen, trabajan y participan, todas en plan voluntario.","We've had, like, 50 people come to our dig-ins  and participate, and it's all volunteers.","We've had, like, 50 people coming, working and participating, all on a voluntary basis.",0.26924333182417304
"Si los chicos cultivan col, los chicos comern col.","If kids grow kale, kids eat kale.","If kids grow cabbage, kids eat cabbage.",0.5169731539571706
"Si cultivan tomates, comern tomates.  Pero si nada de esto se les ensea, si no se les ensea cmo el alimento afecta la mente y el cuerpo, comen a ciegas lo que les pongan en frente.","If they grow tomatoes, they eat tomatoes.   But when none of this is presented to them,  if they're not shown how food affects the mind and the body,  they blindly eat whatever the hell you put in front of them.","If they grow tomatoes, they eat tomatoes. But if none of this is taught to them, if they are not taught how the food affects the mind and body, they eat blindly what they put in front of them.",0.46333090561213974
"Veo a jvenes que quieren trabajar, pero tienen esta cosa en la que estn atrapados. Veo chicos de color que estn en este camino diseado para ellos, que no los lleva a ningn lado.","I see young people  and they want to work,  but they're in this thing where they're caught up --  I see kids of color and they're just on this track  that's designed for them,  that leads them to nowhere.","I see young people who want to work, but they have this thing where they're trapped. I see colored guys who are on this path designed for them, which doesn't take them anywhere.",0.23046030678897225
"Con la jardinera, veo una oportunidad en la que podemos entrenar a estos chicos que se encarguen de sus comunidades para tener una vida sustentable.","So with gardening, I see an opportunity  where we can train these kids  to take over their communities,  to have a sustainable life.","With the gardener, I see an opportunity where we can train these kids who take care of their communities to have a sustainable life.",0.5412047551441964
"Y cuando hacemos esto, quin sabe?","And when we do this, who knows?","And when we do this, quin knows?",0.6434588841607617
"Quiz se produzca el prximo George Washington Carver,",We might produce the next George Washington Carver.,"Perhaps the next George Washington Carver will be produced,",0.2984745896009823
"pero si no cambiamos la composicin de la tierra, nunca lo haremos.","but if we don't change the composition of the soil,  we will never do this.","But if we don't change the composition of the earth, we never will.",0.5071202666576929
"Ahora este es uno de mis planes, esto es algo que quiero hacer.",Now this is one of my plans. This is what I want to do.,"Now this is one of my plans, this is something I want to do.",0.5445178846139404
"Quiero plantar todo una cuadra de jardines, donde la gente pueda compartir comida en la misma cuadra.",I want to plant a whole block of gardens  where people can share in the food in the same block.,"I want to plant a whole block of gardens, where people can share food on the same block.",0.5485113740772976
Quiero llevar contenedores y convertirlos en cafs saludables.,I want to take shipping containers  and turn them into healthy cafes.,I want to carry containers and turn them into healthy coffees.,0.5366551979187751
No me malinterpreten.,Now don't get me wrong.,Don't get me wrong.,0.5506953149031838
"No estoy hablando de cosas gratis, porque lo gratuito no es sustentable.","I'm not talking about no free shit,  because free is not sustainable.","I'm not talking about free stuff, because free stuff isn't sustainable.",0.2737678098181288
"Lo curioso de la sustentabilidad, es que tienes que sustentarla.","The funny thing about sustainability,  you have to sustain it.",The funny thing about sustainability is that you have to support it.,0.317023313852343
"De lo que hablo es poner de a trabajar a la gente, sacar a los chicos de la calle, que conozcan la alegra, el orgullo y el honor de cultivar su propio alimento, abriendo mercados de agricultores.","What I'm talking about is putting people to work,  and getting kids off the street, and letting them know  the joy, the pride and the honor in growing your own food,  opening farmer's markets.","What I'm talking about is putting people to work, getting kids off the street, getting them to know the joy, pride and honor of growing their own food, opening farmers' markets.",0.4419622062689051
"Lo que quiero hacer aqu, tenemos que hacerlo sexy.","So what I want to do here,  we gotta make this sexy.","What I want to do here, we have to make it sexy.",0.44833867003844585
"Quiero que todos se conviertan en renegados ecolucionarios, gnsteres, jardineros gnsteres.","So I want us all to become ecolutionary renegades,  gangstas, gangsta gardeners.","I want you all to become renegade ecolucionaries, gnsters, gnster gardeners.",0.33529572102686117
Tenemos que cambiar el guin de lo que es un gnster.,We gotta flip the script on what a gangsta is.,We have to change the gin of what a gnoster is.,0.46173663094410267
"Si no eres un jardinero, no eres un gnster.","If you ain't a gardener, you ain't gangsta.","If you're not a gardener, you're not a gnoster.",0.45180100180492244
Que los gnsteres tomen su pala de acuerdo?,"Get gangsta with your shovel, okay?",Have the gnsters take your shovel okay?,0.7311104457090247
Que esa sea su arma de eleccin.,And let that be your weapon of choice.,Let that be your election weapon.,0.3388267372816049
"En suma, si quieren reunirse conmigo, bueno, si quieren verme, no me llamen si quieren sentarse en sillas cmodas y tener reuniones para hablar de hacer alguna mierda... para hablar de hacer alguna mierda.","So basically, if you want to meet with me,  you know, if you want to meet,  don't call me if you want to sit around in cushy chairs  and have meetings where you talk about doing some shit --  where you talk about doing some shit.","In short, if you want to meet with me, well, if you want to see me, don't call me if you want to sit in comfortable chairs and have meetings to talk about doing some shit... to talk about doing some shit.",0.4971764101419208
"Si quieren verme, vengan al jardn con su pala para que podamos plantar algo.","If you want to meet with me, come to the garden  with your shovel so we can plant some shit.","If you want to see me, come to the garden with your shovel so we can plant something.",0.6960159732944019
Paz. Gracias.,Peace. Thank you.,"Peace, thank you.",0.7598356856515925
Gracias.,Thank you.,Thank you.,1.0
(Sonido de martilleo)  (Pitidos del microondas)  Probablemente todos estarn de acuerdo conmigo en que esta es una carretera muy bonita.,(Microwave beeps)   You probably all agree with me  that this is a very nice road.,(Sound of hammering) (microwave beeps) Probably everyone will agree with me that this is a very nice road.,0.5241705759002533
